"",gene_symbol,GSM4781322,GSM4781323,GSM4781324,GSM4781325,GSM4781326,GSM4781327,GSM4781328,GSM4781329
ENSG00000184939,ZFP90,3099,3268,1817,2671,2562,1467,1934,3676
ENSG00000184945,AQP12A,0,0,5,2,0,0,0,0
ENSG00000184949,FAM227A,271,270,176,211,84,209,113,105
ENSG00000184954,OR6C70,0,0,0,0,0,0,0,0
ENSG00000184967,NOC4L,564,252,527,649,435,391,325,798
ENSG00000184979,USP18,1714,696,675,2933,586,653,398,3877
ENSG00000184983,NDUFA6,0,0,0,0,0,0,0,0
ENSG00000184984,CHRM5,2,0,3,0,0,0,1,12
ENSG00000184985,SORCS2,140,41,184,340,29,90,28,217
ENSG00000184986,TMEM121,39,17,112,31,103,90,27,101
ENSG00000184988,TMEM106A,492,664,282,607,365,402,552,353
ENSG00000184990,SIVA1,2824,1635,4027,2110,3171,2511,2170,2919
ENSG00000184991,TTTY13,0,0,0,0,0,0,0,0
ENSG00000184992,BRI3BP,1704,1803,1897,1167,1666,1740,1507,1491
ENSG00000184995,IFNE,37,29,37,42,13,26,30,38
ENSG00000184999,SLC22A10,0,0,0,0,0,1,0,0
ENSG00000185000,DGAT1,830,780,912,994,865,889,750,1172
ENSG00000185002,RFX6,0,0,0,0,4,0,0,0
ENSG00000185008,ROBO2,7,0,7,10,30,1,0,0
ENSG00000185009,AP3M1,4283,4304,3595,3585,3208,2881,2989,4207
ENSG00000185010,F8,108,87,88,174,66,75,56,92
ENSG00000185013,NT5C1B,0,0,0,0,0,0,0,0
ENSG00000185015,CA13,56,81,95,59,117,69,61,32
ENSG00000185019,UBOX5,855,903,531,668,715,668,472,759
ENSG00000185022,MAFF,1889,1615,1898,2698,1579,1396,1216,2527
ENSG00000185024,BRF1,2169,1477,1751,2422,1736,1794,1525,2751
ENSG00000185028,LRRC14B,0,0,5,0,0,0,1,0
ENSG00000185033,SEMA4B,2133,1516,1282,3126,1593,1928,1782,2556
ENSG00000185037,ZNF733P,0,0,0,0,1,0,0,0
ENSG00000185038,MROH2A,0,0,0,0,0,6,0,0
ENSG00000185040,SPDYE1,0,1,1,0,3,0,2,2
ENSG00000185043,CIB1,807,704,956,1190,754,625,596,1180
ENSG00000185046,ANKS1B,27,29,44,49,22,65,24,12
ENSG00000185049,NELFA,1111,836,820,1268,906,1036,1028,1165
ENSG00000185052,SLC24A3,0,0,0,4,0,0,0,0
ENSG00000185053,SGCZ,0,0,0,0,0,1,1,0
ENSG00000185055,EFCAB10,35,12,7,25,13,0,11,55
ENSG00000185056,C5orf47,2,0,2,0,0,2,1,0
ENSG00000185069,KRT76,0,0,0,0,0,1,0,0
ENSG00000185070,FLRT2,6249,5239,3393,5122,4001,7888,6576,4683
ENSG00000185078,RPL9P14,0,0,0,0,0,0,0,0
ENSG00000185085,INTS5,1303,815,1095,1052,1022,1010,853,1416
ENSG00000185088,RPS27L,3783,3689,5890,4010,4262,2655,2368,3313
ENSG00000185090,MANEAL,116,107,152,92,89,173,104,143
ENSG00000185100,ADSS1,459,432,331,270,640,470,1097,318
ENSG00000185101,ANO9,214,48,12,822,36,88,27,949
ENSG00000185104,FAF1,4705,4650,4417,4239,4270,3565,3542,4799
ENSG00000185105,MYADML2,1,0,1,0,0,4,2,0
ENSG00000185112,FAM43A,1108,423,1294,671,848,1070,573,845
ENSG00000185115,NSMCE3,66,58,45,64,38,51,66,8
ENSG00000185122,HSF1,4032,2466,3283,5483,2985,2818,2185,6470
ENSG00000185127,C6orf120,1439,1208,1522,956,1249,1060,891,997
ENSG00000185129,PURA,3035,3376,3980,2461,3829,3170,2854,2498
ENSG00000185130,H2BC13,2567,2220,3739,325,2530,2196,1679,830
ENSG00000185133,INPP5J,226,146,133,256,222,157,103,208
ENSG00000185149,NPY2R,0,0,0,0,0,5,0,0
ENSG00000185155,MIXL1,14,12,40,7,15,5,1,20
ENSG00000185156,MFSD6L,0,0,0,0,2,0,0,0
ENSG00000185158,LRRC37B,1473,1425,628,1448,1130,1107,1670,1039
ENSG00000185163,DDX51,1185,1257,966,1507,1224,935,942,1754
ENSG00000185164,NOMO2,12261,9625,10541,11617,11058,9803,8241,14633
ENSG00000185176,AQP12B,5,0,6,0,3,6,0,0
ENSG00000185177,ZNF479,0,0,0,0,0,0,0,0
ENSG00000185182,GOLGA8EP,0,0,0,1,0,0,1,0
ENSG00000185186,LINC00313,12,18,11,46,8,7,25,33
ENSG00000185187,SIGIRR,961,545,757,1031,772,859,827,1269
ENSG00000185189,NRBP2,1946,1519,1430,2191,1555,1628,1722,1995
ENSG00000185198,PRSS57,14,2,2,28,2,0,5,9
ENSG00000185201,IFITM2,3599,3000,3535,2216,2777,3096,2369,2979
ENSG00000185203,WASIR1,2,1,0,3,0,3,3,4
ENSG00000185215,TNFAIP2,2018,2198,2192,2514,1780,1534,1391,3256
ENSG00000185220,PGBD2,539,583,435,413,520,577,537,721
ENSG00000185222,TCEAL9,1836,2122,2033,976,1471,1482,1466,1507
ENSG00000185231,MC2R,0,0,0,0,0,0,0,0
ENSG00000185236,RAB11B,951,624,752,693,844,713,856,720
ENSG00000185238,PRMT3,1547,1354,1620,1015,1409,1203,1122,1008
ENSG00000185245,GP1BA,2,0,0,0,0,1,0,0
ENSG00000185246,PRPF39,2311,2551,1818,1443,1495,2210,1979,2282
ENSG00000185247,MAGEA11,0,0,2,0,0,0,0,0
ENSG00000185250,PPIL6,66,77,102,83,42,66,76,35
ENSG00000185252,ZNF74,545,438,596,625,515,342,344,834
ENSG00000185261,KIAA0825,167,135,171,79,131,124,80,25
ENSG00000185262,UBALD2,462,420,592,485,449,422,432,453
ENSG00000185264,TEX33,0,0,0,0,0,0,0,0
ENSG00000185267,CDNF,19,15,36,27,19,26,4,10
ENSG00000185269,NOTUM,23,10,17,23,19,15,11,63
ENSG00000185271,KLHL33,199,169,90,168,172,242,256,108
ENSG00000185272,RBM11,3,0,2,0,0,4,5,0
ENSG00000185274,GALNT17,0,0,30,0,0,1,0,0
ENSG00000185278,ZBTB37,2781,2755,2045,2073,2079,2245,2487,2528
ENSG00000185290,NUPR2,3,0,1,0,1,2,0,0
ENSG00000185291,IL3RA,11,23,40,11,11,9,15,16
ENSG00000185294,SPPL2C,0,0,0,0,2,0,0,3
ENSG00000185296,LOC646012,0,0,0,0,0,0,0,0
ENSG00000185298,CCDC137,1242,509,764,1120,980,962,651,1243
ENSG00000185303,SFTPA2,3,0,1,3,0,6,0,0
ENSG00000185304,RGPD2,0,3,30,0,0,0,5,0
ENSG00000185305,ARL15,381,432,427,160,413,346,376,245
ENSG00000185306,C12orf56,117,75,51,65,136,16,28,34
ENSG00000185313,SCN10A,0,2,0,11,0,1,1,0
ENSG00000185324,CDK10,3386,2479,2619,3595,3587,3009,3256,3784
ENSG00000185332,TMEM105,56,65,37,13,68,35,58,40
ENSG00000185338,SOCS1,11,5,5,48,28,18,7,21
ENSG00000185339,TCN2,6801,6401,7400,3927,6078,7359,6533,4842
ENSG00000185340,GAS2L1,1054,587,1153,1196,924,1120,715,1739
ENSG00000185344,ATP6V0A2,2246,2670,2009,2556,1806,1951,1599,3131
ENSG00000185345,PRKN,63,51,32,61,38,57,53,30
ENSG00000185347,TEDC1,1601,730,1462,2120,1237,1172,804,2175
ENSG00000185352,HS6ST3,4,0,6,8,1,3,8,1
ENSG00000185359,HGS,5966,3380,2794,7878,3764,4286,3869,6511
ENSG00000185361,TNFAIP8L1,1041,933,1097,673,830,887,808,876
ENSG00000185372,OR2V1,0,0,0,0,0,0,0,0
ENSG00000185379,RAD51D,2305,1896,1433,2081,1432,1588,1533,2463
ENSG00000185385,OR7A17,0,0,0,0,0,0,0,0
ENSG00000185386,MAPK11,1233,820,921,1708,858,734,568,2276
ENSG00000185404,SP140L,1179,1928,707,1225,848,1352,1475,1128
ENSG00000185414,MRPL30,1536,1885,1424,896,1282,1057,1050,794
ENSG00000185418,TARS3,715,856,279,471,492,820,699,455
ENSG00000185420,SMYD3,825,1050,744,445,836,951,1066,523
ENSG00000185432,METTL7A,927,1375,1346,224,949,1324,1337,232
ENSG00000185433,LINC00158,1,0,4,8,0,1,0,0
ENSG00000185436,IFNLR1,360,424,315,428,333,467,492,454
ENSG00000185437,SH3BGR,20,31,26,33,19,15,19,23
ENSG00000185442,FAM174B,14,17,7,17,22,11,21,13
ENSG00000185448,FAM47A,0,0,0,0,0,0,2,0
ENSG00000185453,ZSWIM9,259,195,91,321,126,176,297,23
ENSG00000185467,KPNA7,0,0,0,0,0,0,0,0
ENSG00000185475,TMEM179B,859,690,850,875,849,620,589,944
ENSG00000185477,GPRIN3,84,61,62,103,72,83,79,40
ENSG00000185479,KRT6B,0,0,0,6,0,0,0,0
ENSG00000185480,PARPBP,1897,2410,2147,912,1979,1830,1705,1089
ENSG00000185482,STAC3,35,42,17,59,60,26,12,12
ENSG00000185483,ROR1,1572,992,987,964,1013,1220,975,1116
ENSG00000185485,SDHAP1,1398,1321,920,1537,1258,1229,1399,1499
ENSG00000185499,MUC1,63,75,56,96,107,80,117,34
ENSG00000185504,FAAP100,2495,1832,1979,2251,1914,1804,2083,2407
ENSG00000185507,IRF7,750,159,347,1950,172,430,284,2047
ENSG00000185513,L3MBTL1,732,887,622,909,819,875,929,517
ENSG00000185515,BRCC3,1359,1049,789,874,1162,724,832,796
ENSG00000185518,SV2B,84,60,82,58,49,53,92,35
ENSG00000185519,FAM131C,73,79,85,194,84,33,39,160
ENSG00000185522,LMNTD2,13,5,10,4,35,14,18,6
ENSG00000185523,SPATA45,1,2,0,0,0,0,0,0
ENSG00000185527,PDE6G,14,8,38,32,9,7,9,27
ENSG00000185532,PRKG1,2,0,65,0,0,2,0,0
ENSG00000185551,NR2F2,3599,2535,2756,1165,2832,3568,3689,1021
ENSG00000185559,DLK1,1,0,0,7,0,1,0,6
ENSG00000185565,LSAMP,1,38,0,1,2,17,2,0
ENSG00000185567,AHNAK2,27121,15862,11959,42915,13849,19166,15787,32963
ENSG00000185585,OLFML2A,1019,830,1431,317,1508,1680,1230,425
ENSG00000185591,SP1,8996,8784,8150,8863,7285,7677,7878,8474
ENSG00000185594,SPATA8,0,0,0,0,0,0,0,0
ENSG00000185608,MRPL40,1088,1206,1351,1034,1266,878,676,1090
ENSG00000185610,DBX2,0,0,1,0,0,0,0,0
ENSG00000185614,INKA1,115,77,132,249,77,100,75,272
ENSG00000185615,PDIA2,26,29,6,9,20,14,16,1
ENSG00000185619,PCGF3,4020,2079,2740,3574,2879,2143,2230,3439
ENSG00000185621,LMLN,578,552,322,311,305,431,322,465
ENSG00000185624,P4HB,26832,18611,24364,21730,22573,22174,16588,29398
ENSG00000185627,PSMD13,3564,3503,3190,3308,2555,2495,2040,3896
ENSG00000185630,PBX1,128,192,46,50,19,26,124,59
ENSG00000185631,RPL14P6,0,2,0,0,0,0,1,0
ENSG00000185633,NDUFA4L2,66,40,60,303,28,47,15,357
ENSG00000185634,SHC4,75,99,64,98,99,79,88,73
ENSG00000185640,KRT79,0,3,9,1,2,3,1,0
ENSG00000185650,ZFP36L1,2577,1495,1830,5680,2034,2546,1935,3060
ENSG00000185651,UBE2L3,4449,3846,4196,4136,3568,3528,2777,4585
ENSG00000185652,NTF3,16,4,8,5,0,0,0,12
ENSG00000185658,BRWD1,9415,10439,7080,6551,7057,8231,7848,5875
ENSG00000185662,SMIM23,0,0,0,0,0,0,0,0
ENSG00000185664,PMEL,53,99,64,50,38,62,38,51
ENSG00000185666,SYN3,1,0,1,0,0,0,1,0
ENSG00000185668,POU3F1,12,1,3,39,11,9,2,45
ENSG00000185669,SNAI3,105,56,90,331,49,36,27,487
ENSG00000185670,ZBTB3,431,398,432,324,332,456,373,226
ENSG00000185674,LYG2,0,0,0,0,0,1,0,2
ENSG00000185681,MORN5,0,0,0,0,0,2,0,0
ENSG00000185684,EP400P1,1306,968,802,1145,989,926,1066,811
ENSG00000185686,PRAME,0,0,0,0,0,1,0,0
ENSG00000185689,C6orf201,0,0,1,0,0,0,0,0
ENSG00000185697,MYBL1,2416,2760,2043,2089,2411,2256,2114,2073
ENSG00000185700,TTTY8B,0,0,0,0,0,0,0,0
ENSG00000185701,OR5M5P,0,0,0,0,0,0,0,0
ENSG00000185710,SMG1P4,827,906,521,767,606,465,575,850
ENSG00000185716,MOSMO,1082,1242,891,914,1085,979,902,587
ENSG00000185721,DRG1,2802,2715,2642,2873,2137,2183,1873,3127
ENSG00000185722,ANKFY1,9229,7704,5801,8419,7158,5629,5921,8330
ENSG00000185728,YTHDF3,4430,4600,4354,4939,3753,3455,3490,4532
ENSG00000185730,ZNF696,241,144,264,529,187,299,192,661
ENSG00000185736,ADARB2,29,0,9,1,4,47,7,20
ENSG00000185737,NRG3,16,7,3,1,3,23,19,0
ENSG00000185739,SRL,1,14,7,6,5,7,14,38
ENSG00000185742,C11orf87,6,2,1,26,3,2,5,14
ENSG00000185745,IFIT1,2445,741,485,5214,326,473,117,6578
ENSG00000185753,CXorf38,1260,1225,1163,1159,1249,753,800,1353
ENSG00000185758,CLDN24,0,1,0,6,0,0,0,0
ENSG00000185760,KCNQ5,3,0,3,0,1,2,1,18
ENSG00000185761,ADAMTSL5,124,76,89,313,124,68,72,277
ENSG00000185774,KCNIP4,1,1,4,0,0,0,0,0
ENSG00000185775,SPATA31A6,0,0,0,0,1,0,0,0
ENSG00000185787,MORF4L1,9467,9113,9086,7386,8640,6692,6927,6145
ENSG00000185792,NLRP9,3,0,1,0,0,0,3,0
ENSG00000185798,WDR53,457,466,436,508,445,437,331,806
ENSG00000185800,DMWD,1948,1770,1009,2435,1347,1638,2124,2156
ENSG00000185803,SLC52A2,2322,1108,2313,2859,1619,1439,948,4173
ENSG00000185808,PIGP,451,516,392,317,520,373,275,399
ENSG00000185811,IKZF1,20,0,2,0,1,1,11,6
ENSG00000185813,PCYT2,1287,852,1230,831,1003,1062,993,1507
ENSG00000185818,NAT8L,6,12,26,11,4,5,5,34
ENSG00000185821,OR6C76,0,0,0,0,0,1,0,0
ENSG00000185823,NPAP1,92,109,58,127,103,99,153,36
ENSG00000185825,BCAP31,4099,2999,3391,5697,2706,2817,2469,6595
ENSG00000185829,ARL17A,1466,1994,1102,1134,1356,1732,2011,1090
ENSG00000185837,HDHD5-AS1,4,8,7,9,13,0,11,2
ENSG00000185838,GNB1L,310,224,321,360,204,310,212,298
ENSG00000185842,DNAH14,126,305,271,288,180,145,315,162
ENSG00000185847,LINC01405,0,0,0,6,0,0,0,0
ENSG00000185860,CCDC190,48,14,20,21,18,16,25,58
ENSG00000185862,EVI2B,58,40,30,62,28,19,30,18
ENSG00000185863,TMEM210,2,0,4,0,0,0,0,0
ENSG00000185864,NPIPB4,1639,1935,605,2128,1032,1525,2297,988
ENSG00000185869,ZNF829,824,873,673,608,681,708,676,601
ENSG00000185873,TMPRSS11B,1,0,0,0,0,2,5,0
ENSG00000185875,THNSL1,164,190,129,227,219,163,134,176
ENSG00000185880,TRIM69,482,406,258,424,292,297,326,538
ENSG00000185883,ATP6V0C,1336,421,1545,1657,1077,997,529,2068
ENSG00000185885,IFITM1,608,395,202,612,85,265,98,869
ENSG00000185888,PRSS38,0,0,0,0,0,2,0,0
ENSG00000185896,LAMP1,15186,9710,12808,10625,10534,12849,9388,18181
ENSG00000185897,FFAR3,1,2,0,0,0,0,0,0
ENSG00000185899,TAS2R60,0,3,0,0,0,0,0,0
ENSG00000185900,POMK,1711,1398,1489,1217,1533,1167,1094,1345
ENSG00000185903,OR11N1P,0,0,0,0,0,0,0,0
ENSG00000185904,LINC00839,110,122,105,71,113,60,73,57
ENSG00000185905,C16orf54,2,0,0,1,0,2,0,0
ENSG00000185909,KLHDC8B,691,749,732,680,472,608,515,597
ENSG00000185915,KLHL34,3,0,0,10,0,5,0,14
ENSG00000185917,SETD4,910,1056,751,766,854,727,761,778
ENSG00000185920,PTCH1,263,718,161,235,366,484,372,657
ENSG00000185924,RTN4RL1,7,2,11,9,3,10,8,3
ENSG00000185926,OR4C46,0,0,0,0,0,0,0,0
ENSG00000185933,CALHM1,12,1,12,20,2,3,1,11
ENSG00000185940,KRTAP5-5,0,0,0,0,0,0,0,0
ENSG00000185942,NKAIN3,1,0,0,0,0,0,7,0
ENSG00000185946,RNPC3,1189,1728,1524,868,1006,1111,1542,1135
ENSG00000185947,ZNF267,1270,1143,1275,1356,964,883,897,1006
ENSG00000185950,IRS2,1414,911,966,1673,1003,1134,1106,1586
ENSG00000185955,C7orf61,39,23,20,12,38,28,51,28
ENSG00000185958,FAM186A,4,13,2,15,14,30,15,1
ENSG00000185960,SHOX,18,32,12,18,12,22,28,5
ENSG00000185962,LCE3A,0,0,0,0,0,0,0,0
ENSG00000185963,BICD2,3144,2311,2626,2441,2125,2472,1956,3470
ENSG00000185966,LCE3E,0,0,0,2,0,0,0,0
ENSG00000185972,CCIN,60,44,27,130,32,56,65,101
ENSG00000185973,TMLHE,535,357,368,360,511,259,369,222
ENSG00000185974,GRK1,6,2,6,45,0,5,5,0
ENSG00000185982,DEFB128,1,0,0,0,0,0,0,0
ENSG00000185985,SLITRK2,0,0,5,0,2,2,3,7
ENSG00000185988,PLK5,0,1,7,22,3,4,1,0
ENSG00000186001,LRCH3,3073,4533,2627,2578,3301,3442,4204,2419
ENSG00000186007,LEMD1,0,0,0,0,3,0,0,0
ENSG00000186008,RPS4XP21,0,0,0,0,0,0,0,0
ENSG00000186009,ATP4B,14,17,7,2,13,1,4,0
ENSG00000186010,NDUFA13,3115,3319,5047,3915,4210,2893,2215,3711
ENSG00000186017,ZNF566,486,658,335,408,437,553,584,529
ENSG00000186019,LOC100379224,45,58,20,21,58,65,112,39
ENSG00000186020,ZNF529,481,1149,725,676,609,515,785,750
ENSG00000186026,ZNF284,321,340,278,330,324,299,281,343
ENSG00000186038,HTR3E,0,0,0,0,0,0,0,0
ENSG00000186047,DLEU7,1,0,0,0,7,0,1,1
ENSG00000186049,KRT73,1,0,0,0,1,1,0,0
ENSG00000186051,TAL2,1,1,0,0,0,1,0,0
ENSG00000186056,MATN1-AS1,193,35,137,179,98,36,43,185
ENSG00000186063,AIDA,4911,4824,4247,4590,4702,3180,3140,4352
ENSG00000186073,CDIN1,827,1002,722,963,816,795,708,1396
ENSG00000186074,CD300LF,0,0,0,0,0,0,3,0
ENSG00000186075,ZPBP2,0,6,0,0,0,0,0,0
ENSG00000186081,KRT5,0,1,0,5,0,0,0,0
ENSG00000186082,KRT18P14,0,0,0,2,0,0,1,0
ENSG00000186086,NBPF6,0,0,0,0,0,0,0,0
ENSG00000186088,GSAP,80,39,13,8,100,1,11,0
ENSG00000186090,HTR3D,0,0,0,0,0,0,0,0
ENSG00000186092,OR4F5,0,0,0,0,0,0,0,0
ENSG00000186094,AGBL4,21,10,18,11,25,18,17,0
ENSG00000186103,ARGFX,0,0,0,0,0,0,0,0
ENSG00000186104,CYP2R1,389,386,243,508,319,213,183,338
ENSG00000186105,LRRC70,210,262,226,90,142,160,147,40
ENSG00000186106,ANKRD46,595,726,618,413,548,763,591,519
ENSG00000186111,PIP5K1C,2383,1395,1846,2721,1580,1940,1822,2558
ENSG00000186113,OR5D14,0,0,0,0,0,0,0,0
ENSG00000186115,CYP4F2,41,43,29,147,19,13,2,94
ENSG00000186118,TEX38,0,0,6,0,4,2,1,2
ENSG00000186119,OR5D18,0,0,0,0,0,0,0,0
ENSG00000186130,ZBTB6,1098,1253,1096,659,880,814,677,703
ENSG00000186132,C2orf76,79,95,96,69,107,106,96,75
ENSG00000186136,TAS2R42,0,0,0,0,0,0,0,0
ENSG00000186141,POLR3C,1835,2078,1623,1955,1478,1211,1332,2404
ENSG00000186143,PRR30,0,0,0,0,0,0,1,0
ENSG00000186146,DEFB131A,0,0,0,0,0,0,0,0
ENSG00000186148,LOC440895,100,139,63,76,66,129,212,58
ENSG00000186150,UBL4B,0,0,0,0,0,0,0,0
ENSG00000186153,WWOX,329,359,310,230,430,271,429,345
ENSG00000186160,CYP4Z1,0,0,0,0,0,0,0,0
ENSG00000186162,CIDECP1,396,343,340,749,295,262,222,745
ENSG00000186163,TRY2P,0,0,0,0,0,0,0,0
ENSG00000186174,BCL9L,3375,1358,1529,5115,2305,2288,1624,3545
ENSG00000186184,POLR1D,2091,2449,2736,1775,2582,1573,1753,1887
ENSG00000186185,KIF18B,2998,2342,1742,1197,2598,3101,2683,1964
ENSG00000186187,ZNRF1,901,661,806,897,715,716,715,929
ENSG00000186188,FFAR4,5,1,1,6,3,13,0,0
ENSG00000186190,BPIFB3,0,0,0,0,0,0,0,0
ENSG00000186191,BPIFB4,0,0,2,0,0,0,0,0
ENSG00000186193,SAPCD2,1543,1004,2058,497,1377,1426,1057,826
ENSG00000186197,EDARADD,30,4,3,11,18,13,6,15
ENSG00000186198,SLC51B,0,0,0,0,0,2,0,0
ENSG00000186204,CYP4F12,31,7,20,238,32,15,3,139
ENSG00000186205,MTARC1,252,45,465,215,145,215,62,17
ENSG00000186207,LCE5A,0,0,2,0,0,3,0,0
ENSG00000186212,SOWAHB,9,4,4,3,3,2,3,24
ENSG00000186222,BLOC1S4,164,134,196,231,148,150,92,242
ENSG00000186226,LCE1E,30,16,9,127,4,8,18,68
ENSG00000186230,ZNF749,285,393,459,265,216,361,588,433
ENSG00000186231,KLHL32,0,1,4,0,2,0,1,0
ENSG00000186235,LINC02610,38,17,28,81,63,13,23,39
ENSG00000186244,RPL21P124,0,0,0,0,0,0,0,0
ENSG00000186260,MRTFB,3809,4780,2785,2125,3568,4161,4638,1847
ENSG00000186265,BTLA,1,0,0,0,11,21,8,0
ENSG00000186272,ZNF17,686,497,485,419,488,437,689,413
ENSG00000186280,KDM4D,110,82,124,100,89,55,58,122
ENSG00000186281,GPAT2,0,0,1,0,0,4,0,0
ENSG00000186283,TOR3A,1513,1098,1507,1748,1193,945,771,1771
ENSG00000186288,PABPC1L2A,0,0,0,0,0,0,0,0
ENSG00000186297,GABRA5,0,1,0,0,0,1,1,0
ENSG00000186298,PPP1CC,7011,8221,7920,4659,6588,4915,4680,4509
ENSG00000186300,ZNF555,469,638,532,472,453,340,335,619
ENSG00000186306,OR10T2,0,0,0,0,0,0,0,0
ENSG00000186310,NAP1L3,4,0,8,3,6,2,9,4
ENSG00000186312,CA5BP1,429,259,270,397,304,322,238,413
ENSG00000186314,PRELID2,724,802,434,547,892,897,983,581
ENSG00000186318,BACE1,4115,3687,3602,4232,2966,2639,2681,5415
ENSG00000186326,RGS9BP,17,2,15,22,23,27,11,30
ENSG00000186329,TMEM212,1026,1256,673,1008,864,989,1147,620
ENSG00000186334,SLC36A3,51,67,42,66,45,52,76,27
ENSG00000186335,SLC36A2,34,34,28,35,16,39,47,14
ENSG00000186340,THBS2,11,6,28,31,8,5,50,10
ENSG00000186350,RXRA,2921,1742,2240,2806,1913,2552,2175,3662
ENSG00000186352,ANKRD37,212,98,232,142,270,177,208,81
ENSG00000186364,NUDT17,157,159,163,110,184,88,95,98
ENSG00000186367,MINAR2,17,18,12,27,31,24,29,16
ENSG00000186376,ZNF75D,837,930,790,603,652,615,651,516
ENSG00000186377,CYP4X1,11,3,0,0,1,13,1,0
ENSG00000186393,KRT26,0,0,0,0,0,0,0,0
ENSG00000186395,KRT10,100,49,125,97,111,59,57,89
ENSG00000186399,GOLGA8R,263,321,154,386,235,181,245,267
ENSG00000186407,CD300E,4,0,0,0,0,2,1,0
ENSG00000186409,CCDC30,184,193,105,196,154,138,165,170
ENSG00000186416,NKRF,964,906,765,635,845,651,631,785
ENSG00000186417,GLDN,3,3,0,8,0,23,6,0
ENSG00000186432,KPNA4,8073,6462,6184,8994,5844,5126,5449,8197
ENSG00000186439,TRDN,1,0,0,0,0,0,9,0
ENSG00000186440,OR6P1,0,0,0,0,0,0,0,0
ENSG00000186442,KRT3,1,0,0,0,0,4,0,0
ENSG00000186451,SPATA12,1,0,2,0,3,0,4,0
ENSG00000186452,TMPRSS12,7,1,9,1,4,8,3,0
ENSG00000186453,FAM228A,20,16,43,50,28,30,59,6
ENSG00000186458,DEFB132,1,4,0,0,0,0,0,0
ENSG00000186462,NAP1L2,2,3,11,3,0,3,5,18
ENSG00000186468,RPS23,12025,14884,19158,8696,14500,9532,9114,9373
ENSG00000186469,GNG2,25,28,34,32,95,50,41,29
ENSG00000186470,BTN3A2,1649,1938,1958,1467,1973,1631,2129,2565
ENSG00000186471,AKAP14,0,0,0,0,0,0,0,0
ENSG00000186472,PCLO,116,251,38,323,28,335,21,133
ENSG00000186474,KLK12,0,0,2,0,0,1,0,0
ENSG00000186479,RGS7BP,0,0,0,0,0,0,0,0
ENSG00000186480,INSIG1,1352,1248,1544,1206,1330,2089,1902,1108
ENSG00000186487,MYT1L,209,142,98,120,129,209,180,76
ENSG00000186493,C5orf38,19,6,52,24,26,34,13,11
ENSG00000186496,ZNF396,41,52,13,21,62,80,97,52
ENSG00000186501,TMEM222,1424,1097,1385,1860,1192,810,899,1723
ENSG00000186509,OR9Q1,0,0,0,0,0,0,0,0
ENSG00000186510,CLCNKA,4,0,9,0,4,0,1,0
ENSG00000186513,OR9Q2,0,0,0,0,0,0,0,0
ENSG00000186517,ARHGAP30,32,6,22,633,26,8,21,609
ENSG00000186522,SEPTIN10,7086,7914,7351,4528,5876,4849,5630,4702
ENSG00000186523,FAM86B1,186,226,135,322,104,171,177,117
ENSG00000186526,CYP4F8,72,54,44,54,64,74,80,71
ENSG00000186529,CYP4F3,192,148,42,503,80,14,9,564
ENSG00000186532,SMYD4,2273,2933,2257,2219,2345,2163,2541,2086
ENSG00000186562,DEFB105A,0,0,0,0,0,0,0,0
ENSG00000186564,FOXD2,12,9,14,20,32,19,10,28
ENSG00000186566,GPATCH8,4170,4426,2725,2757,2972,3147,3581,2454
ENSG00000186567,CEACAM19,457,438,110,785,237,241,300,474
ENSG00000186575,NF2,6467,5099,5759,4189,4549,4531,3669,5042
ENSG00000186577,SMIM29,840,528,707,1033,577,675,504,1262
ENSG00000186579,DEFB106A,0,0,0,0,0,0,0,0
ENSG00000186583,SPATC1,0,0,0,0,0,3,0,0
ENSG00000186591,UBE2H,6166,5691,4255,6826,4308,4111,3950,5956
ENSG00000186594,MIR22HG,0,0,0,0,0,0,0,0
ENSG00000186599,DEFB105A,0,0,0,0,0,0,0,0
ENSG00000186603,HPDL,54,28,64,7,70,15,20,12
ENSG00000186615,KTN1-AS1,143,194,142,123,131,117,108,188
ENSG00000186625,KATNA1,1111,1393,1363,1051,969,748,781,977
ENSG00000186628,FSD2,83,62,44,82,77,80,89,73
ENSG00000186635,ARAP1,7282,4302,2909,13215,4451,3586,4059,9800
ENSG00000186638,KIF24,1963,2251,1662,1786,1804,1768,1877,1881
ENSG00000186642,PDE2A,3856,2341,1891,5854,2371,3988,4517,4333
ENSG00000186645,SPDYE17,0,0,0,0,0,0,0,0
ENSG00000186648,CARMIL3,21,4,3,56,5,76,6,12
ENSG00000186652,PRG2,0,1,0,0,0,1,1,0
ENSG00000186654,PRR5,96,153,148,89,120,70,116,53
ENSG00000186660,ZFP91,7183,7417,6132,5669,5584,4797,4510,5306
ENSG00000186665,C17orf58,467,454,604,282,427,342,341,318
ENSG00000186666,BCDIN3D,183,251,252,302,222,229,133,244
ENSG00000186675,MAGEE2,0,0,0,0,0,4,0,0
ENSG00000186678,LOC101060042,0,0,0,0,0,0,0,0
ENSG00000186684,CYP27C1,307,219,179,264,204,255,285,122
ENSG00000186687,LYRM7,1237,1580,1329,678,1380,903,920,619
ENSG00000186710,CFAP73,0,0,2,0,2,12,1,0
ENSG00000186714,CCDC73,0,0,11,0,2,2,2,0
ENSG00000186715,MST1L,75,61,16,162,34,19,82,188
ENSG00000186716,BCR,7029,4882,3205,9495,3791,7018,5153,6670
ENSG00000186723,OR10H1,1,1,0,0,1,0,1,0
