RR3_HRT_FLT_F1	RR3_HRT_FLT_F2	RR3_HRT_FLT_F9	RR3_HRT_GC_G7	RR3_HRT_GC_G8	gene_symbol
1384	1210	2262	1147	755	Pex5
1065	952	1703	960	609	Jkamp
545	413	712	402	231	Cd44
13	28	38	8	6	Slc1a2
472	472	763	411	185	Eif2ak4
7850	6536	12516	6624	4331	Wdr1
131	104	233	79	60	Slc2a9
87	69	54	46	14	Ccn4
2603	2895	3667	2093	1243	Ndrg1
5	3	9	9	4	4930550C14Rik
2702	2298	3849	2018	1062	Man2b1
23	34	57	17	4	Klf5
984	802	1264	806	382	Wdr83
20379.99	17331	33402	17676	9340	Prdx2
3763	4199	4777	2978	1804	Polr2a
1368	1084	1848	939	502	Senp3
18384	14846	23808	11910	6345	Corin
609.89	717.7	1083.25	479.28	342.46	Plekha8
0	6	0	0	0	G6pc2
23	33	25	31	16	Spc25
24	27	62	6	4	Dnah2
42	49	21	69	0	Ripk4
1959	1799	3037	1513	866	Ufd1
178	103	269	137	91	Zfp287
1155	1372	1625	980	637	Prlr
4424	3967	6746	3551	2187	Letm1
3468	3215	5269	2807	1748	Ubqln1
3	7	4	2	0	Fgfr4
213	182	199	117	63	Cadm3
4	3	5	7	0	Fcer1a
9738	8120	12690	7942	2511	Txn2
0	0	1	3	0	Slc1a6
186	187	275	124	65	Slc1a3
2446	2396	3773	2024	1214	Crbn
0	0	1	1	0	Il5ra
920	951	1285	738	452	Msh6
2518	2840	3690	2318	1321	Fbxo11
982	751	1179	546	426	Mlxipl
650	659	943	480	344	Tbl2
741	541	949	572	348	Bud23
10763.8	12288.82	11553.88	6658	3270	Nid1
278	209	316	218	144	Mcm5
471	627	536	272	171	Hmox1
10382.7	8888.5	15130.92	8448.63	4955.77	Mprip
2488	2690	2990	1837	1043	Cic
94	57	159	93	39	Pafah1b3
197	228	259	193	78	Il27ra
10607	9822	15795	9357	5249	Prkaca
105	80	146	109	102	Asf1b
0	1	0	0	0	Myl10
829	653	1306	609	325	Ddx39a
647	758	1043	1446	931	Dnajb1
2	1	0	0	0	Msh4
1405	1129	2360	962	694	Usp40
1137	1098	1930	979	522	Kbtbd4
5513	5385	8477	4244	2857	Celf1
23961.73	19170.2	36617.45	19300.67	11000.33	Ndufs3
4652	6493	5553	3661	1778	Por
2822	3490	4157	2111	1595	Igf1r
14786	16857	22591	11976	8319	Insr
23	17	17	32	2	Fcer2a
1.28	27.82	15.95	0	5	Cyp2a5
3898	3241	5607	2808	1618	Trim28
3167	2533	4468	2362	1445	Ube2m
2221	1949	3338	1822	1014	Adcy9
3992	4463	7043	3678	2402	Mef2c
1687	1208	2295	1329	671	Ctr9
57451.71	61722.5	87206.8	49127	30869.1	Eif4g2
935	1084	1180	581	423	Irag1
7108	6865	11399	5551	3886	Pcyt1a
1539	2247	2212	1225	621	Zfp592
4875	4242	7783	4084	2369	Psmd4
758	694	1341	850	523	Tmod4
8	1	0	0	0	Insrr
1265	1014	2190	921	602	Snx6
96	91	125	58	36	Mthfd2
411	624	529	360	115	Kit
3950	2908	5741	3081	1758	Tomm40l
28	4	20	4	2	Nr1i3
46	109	137	36	26	Apoa2
697	491	882	439	253	Pan2
79255	74270	122822	65344	35963	Cs
2521	2814	3496	1745	1242	Ampd3
1453	1221	2143	1212	607	Bcas2
3	2	4	4	11	Sh2d1a
2455	2408	3598	1975	1406	Ctcf
252	236	382	199	96	Pard6a
3	0	0	0	0	Agrp
5	3	35	10	0	Pvalb
124	64	135	67	38	Tfap4
1244	913	1805	934	614	Ranbp1
65	33	70.83	68.87	21	Cd247
338	264	521	226	92	Rfx5
5547	4220	8111	4529	2700	Psmb4
5	1	2	15	0	Mmp8
870	752	1326	704	357	Slc30a4
2945	2548	4785	2395	1462	Sqor
1077	1055	1896	901	593	Bloc1s6
2124	1803	3400	1794	1111	Metap1
1602	1565	2239	1328	696	Gpr108
5	3	19	18	23	Tnfsf14
2573	2472	3582	2354	1303	Gata6
2811	2811	5082	2661	1693	Rsl1d1
1	0	1	3	0	Cnga2
5841	5650	8807	4341	3166	Apc
11486	10030	18461	10455	5732	Reep5
2249	1938	3170	1969	854	Ergic3
5058	4518	8704	4314	2733	Uqcc1
3	3	0	0	0	Spo11
4159	4440	6349	3396	2271	Ncoa2
3072	2732	4315	2392	1434	Nr2c2
425	470	702	358	162	Nr2c1
1287	1133	1648	877	567	Smpd4
721	584	965	533	306	Pex1
2412	2076	3405	1897	1067	Kctd20
16	10	26	13	10	Itgae
525	549	857	440	218	Ctns
823	765	1071	648	390	P2rx5
113	92	153	78	74	Shpk
9	15	14	9	0	Trpv1
507	410	778	496	243	Ephb3
176	88	85	244	8	Tuft1
1512	1386	2141	1366	839	Rcn1
3	0	4	0	0	Dnase1
9521	8323	14561	8059	4216	Trap1
2223.29	2032.28	3116.78	1711.96	1017.87	Naa60
97	72	147	81	40	1700037C18Rik
30	26	33	8	3	Ankrd13d
13870	14924	22395	12264	8501	Tpr
1822	1643	2885	1446	855	Odr4
191	224	243	87	115	Prg4
477	369	698	444	266	Dhx34
1023	773	1573	847	531	Kptn
5022	4285	7024	3872	2166	Napa
1977	1344	2806	1364	800	Sra1
68445.93	55203.33	107408.76	53364.76	28523.88	Atp5g1
1051	848	1498	830	354	Snf8
767	662	1199	711	371	Tbcb
1915	1789	2742	1302	782	Inpp5k
2370	2237	3721	2037	1390	Crkl
24	20	41	18	0	Eps8l1
3185	2947	4537	2501	1732	Clint1
6	4	1	4	0	Prss16
1491	1407	2378	1311	830	Cdkal1
64	64	58	31	29	Cdcp3
3767	3647	5799	3517	1910	Htra1
1011	756	1458	809	428	Zbtb17
28	23	58	39	11	Clcnkb
7	5	6	9	0	Fam131c
4871	4825	7372	4470	2598	Fblim1
62699	69928	107731	49495	35606	Hspb7
59	43	23	35	8	Epor
136	119	276	168	98	Ccdc159
1893	1983	3157	1642	1055	Mob1b
1	0	0	0	0	Atp6v1b1
3338	3193	5258	2907	1797	Atp6v1b2
2322	2130	3250	1734	1022	Eps15l1
1371	1523	1878	1001	722	Tep1
696	418	904	449	245	Ttc5
1562.04	1171.54	2386.72	1269.34	724.8	Osgep
4810	4102	7876	3812	1974	Aamp
3949	3279	5750	3006	1461	Tmbim1
4107	4072	6457	3913	2097	Arpc2
1377	1317	1572	867	606	Kmt2b
0	1	6	0	0	Zbtb32
12	18	12	7	7	Upk1a
3372	2593	5101	2493	1370	Tmem147
18919.17	14961.64	28232.96	16054.94	7328.8	Rps9
549	389	827	423	225	Tfpt
122	216	206	118	45	Susd2
427	495	543	467	200	Ggt5
20	1	7	0	0	Ggt1
57261	43324	81091	43566	21442	Crip2
3922	2907	5017	2365	1205	Crip1
613	636	755	465	378	Cbfa2t3
4989	5690	5975	4796	1490	Fbln1
1200	1086	1707	1147	678	Pgrmc1
904	675.58	1501	791	450	Gcat
4721	3914	6864	3663	2025	Tek
11	0	3	20	0	Mpl
765	758	1146	514	348	Elovl1
924	694	1451	670	358	Med8
127	109	261	69	47	Hyi
105	71	52	61	21	Cdc20
73	11	71	19	5	Adamts4
31	14	38	22	14	Nectin4
631	609	984	484	303	Pfdn2
3705	3290	5847	3387	1860	Rnf114
1055.88	1087.57	1832.21	919.68	567.55	Steep1
117	90	157	115	58	Neurl1a
212	290	347	209	102	Srm
412	536	476	346	172	Epha2
647.38	641.64	777.05	517.27	262.28	Rbm14
17	29	28	10	11	Actn3
75	55	73	45	52	A530013C23Rik
233	158	301	155	68	Zdhhc24
325	289	470	267	132	Bbs1
457.27	338.07	525.11	312.47	158.32	Ndor1
722	567	1025	569	260	Nsmf
14794	13457	25963	11875	8643	Pdk1
1764	1612	2309	1443	687	Ptbp1
264	156	293	191	74	Mvd
1283	996	1878	1208	490	Cyba
39	47	50	27	2	Itih3
408	355	709	314	164	Stimate
1054	925	1451	851	521	Sfmbt1
6	21	16	0	0	Itih1
1	0	8	2	2	Ihh
114	82	139	67	67	Prkag3
6	6	4	4	3	Atp7b
814	225	432	1037	196	Slc4a1
2	2	5	1	0	Rundc3a
15429	12456	21292	9810	6584	Slc4a3
81	79	108	61	61	Cdt1
288	372	579	281	150	Runx1t1
239	324	348	226	124	Snai3
843	654	1304	641	297	Aprt
1068	1011	1873	773	645	Gtf2h1
738	752	1077	779	421	Hfe
1236	1981	1164	710	292	Abhd1
819	1106	1383	776	438	Slc5a6
55	145	88	35	6	Tcf23
0	0	0	2.14	0	Nphs1
84	115	94	58	84	Aplp1
3602	3591	4993.61	2612	1651	Qrich1
731	502	1023	605	314	P4htm
6870	7039	9744	5412	3075	Usp19
449	381	641.51	357	223	Pola1
9201	8675	14523	7889	4177	Cdc42
568	530	971	506	331	Pknox1
0	0	7	2	0	D130043K22Rik
1784	1648	3059	1455	1016	Gmnn
15578	12917	24362	11775	6307	Acot13
56	37	41	37	19	Zfp184
0	1	0	3	0	Cyp27b1
2285	1772	3277	1762	984	Cdk4
116	79	121	93	38	B4galnt1
438	313	696	378	211	Mettl1
2495	2289	3991	2220	1166	Tspan31
16233	15532	25584	13527	9184	Kif5b
259	188	388	199	146	Saal1
0	1	0	0	0	Tph2
673	634	992	494	318	Cnp
18	13	70	8	4	Odad4
4780	3226	6120	3381	1377	Sulf2
33754.25	29454.52	51888.66	27221.56	17105.7	Sod2
125	68	126	56	48	Tmco6
587	583	588	451	192	Stambp
2527	2453	3971	2060	1165	Ezh1
57	53	62	35	48	Hap1
1253	1225	1395	793	393	P3h4
21458	18601	30908	16979	9587	Ctnnb1
1509	1277	2335	1378	730	Eif1b
101	80	124	53	53	Chrd
12587.99	11990.97	19827.95	10325.92	5883.97	Psmd2
2	0	9	1	2	Syngr3
1736	1608	1971	1269	750	Vars
876	716	1091	577	414	Vwa7
347.18	277.09	434.08	266.66	254.04	Hspa1l
1	0	0	0	0	Slc44a4
42	16	39	29	9	Msh5
2428	2136	3339	2245	1101	Abhd16a
995	924	1306	734	541	Neu1
851	731	1032	669	276	Ddah2
1963	1595	2450	1457	796	Clic1
282	242	392	311	139	Lsm2
226	233	291	216	101	Pole
19965.96	20529.97	27435.94	15995.99	9281.95	Atp1a2
48.04	53.03	85.06	24.01	18.05	Atp1a4
1013	441	1388	762	351	Casq1
55	29	107	17	35	Stx1a
668	498	998	465	217	Zfp775
982	876	1635	1005	670	Scube2
2227	1862	3752	2116	1165	Mrpl49
188	146	371	163	125	Dennd2c
2545	2249	3936	2029	1266	Mark3
4144	3520	6212	3469	1829	Gatad1
0	7.19	7.99	0	0	Pcdha10
3618.99	3185.99	5419.97	3084	1804	M6pr
3299.05	5679.59	4522.7	2796.87	1544.59	Lrrc8a
0	1	2	0	0	Mc5r
8965	8664	13636	7769	4304	Ppp2r1a
297	244	430	278	103	Fance
605	467	875	513	242	Tinf2
1	5	5	5	0	Tssk4
2	0	6	0	3	Hapln4
892	635	941	551	361	Dus3l
637	494	797	509	257	Gtpbp3
1306	1364	2180	1106	728	Tgfbr1
3074	2644	5267	2356	1785	Homer1
122	68	130	76	29	Rad51c
50	30	47	12	8	Gabrb2
15230	14511	20437	10289	5454	Cav1
4014	3757	6826	3454	1907	Arpp19
1457	3663	1724	1253	538	Bcl2l1
1898	1857	2477	1508	836	Khsrp
139	67	139	39	33	Dio2
1496	1046	2164	1278	729	Ccdc124
7052	6314	10572	6306	3753	Cct4
1196	854	2057	1084	647	0610009B22Rik
123	77	129	65	45	Cpt1c
16	29	19	1	0	Twist2
1948	1959	2964	1775	894	Zfp655
10822.13	10659.62	16203.17	8980	5265	Rhoa
3273	3862	3718	2428	1480	Zmiz1
424	339	571	328	233	Ankrd26
1234	1016	1636	738	417	Aldh16a1
975	882	1326	855	471	Hnrnpa0
227	217	319	151	87	Prrg2
4599	3089	6572	3721	2012	Hnrnph1
1101	871	1728	965	461	Ift43
987	732	1239	917	552	Id3
37314	78755	55970	34321	17349	Tcap
3333	3887	4327	2498	1630	Arid1a
44	16	29	7	7	Crlf1
57443.35	53493.9	87536.14	42984.48	27062.23	Ctsd
26625	19592	35598	21493	9630	Rplp1
5	1	5	1	0	Hmgcll1
0	0	2	0	0	Ttc9b
11	5	8	9	17	Phox2a
1273	867	1720	913	554	Abhd8
413	295	600	347	146	Ift22
403	415	664	447	267	Fzd3
0	3	0	2	3	1700008O03Rik
2600	4551	5056	2516	1543	Mid1ip1
1585	1281	2098	1296	661	Ap2s1
943	924	1249	720	431	Fgfrl1
23	43	54	28	15	Brme1
96065	73032	164355	68914	45621	Fhl2
2400	2076	3193	1995	1007	Emc10
20	27	85	20	22	Clstn3
188	129	170	108	66	Fbxw9
17	16	38	110	6	Spib
861	530	1041	525	319	Fnbp4
2769	1900	3645	1702	881	Cers4
1737	1696	3057	1546	885	Scrn3
877	933	1468	856	448	Phax
542	546	509.25	366	254	Tle1
31	41	52	24	11	1700109H08Rik
163	92	216	154	84	Relt
829	850	1480	855	415	Snrpb2
19274	8943.46	30283	15378	10015	Ubc
1417	1170	2320	1160	656	Prpf31
321	384	442	296	125	Sertad1
1534	1325	1798	1130	569	Carhsp1
1949	1015	2721	1439	737	Elk3
1584	1791	2362	1335	901	Herpud2
1415	1319	2667	1497	751	Rdh13
3	1	4	0	0	Adam21
2730.06	2365.28	4548.27	2205.79	1098.39	Nutf2
2	0	1	0	0	Fut1
1970	1675	2683	1611	865	Arpc5
0	1	0	7	0	Rnf151
2	2	10	2	0	Elavl2
12	24	30	35	11	Pou2f2
769	829	1390	650	190	Mgst1
12440	13596	18694	11234	6788	Nfib
2	0	5	0	0	Rab25
4052	3596	5994	3187	2170	Ubqln4
2016	2078	3306	2116	1193	Rbfox1
4357.59	3218.87	6825.35	3871.97	1859.41	Rps18
21766.3	17693.55	34443.05	19352.9	10418.74	Rpl10
8189.81	6113.48	13023.9	7480.35	3627.29	Rps15a
3707	2977	5627.99	3156	1843	Ncaph2
6203	8378	8772	5526	3202	Hipk1
674	752	747	397	126	Gprc5b
2123	2061	3307	1757	1044	Man1a2
0	0	0	0	2	Tppp2
597	538	1196	565	331	Acyp1
0	2	0	11	0	Cldn13
1580	1214	1515	1030	514	Cd163
4430	3269	5910	3704	2045	Hdac5
2307	2047	4116	1872	1076	Rala
17052.62	14720.21	27963.36	14425.89	7700.77	Vdac3
17	17	3	7	18	Slc1a7
1222	924	1695	939	550	Vps72
3979	3524	5816	3072	1956	Gabpa
77	84	144	56	21	Bmp7
1904	1775	2900	1786	1008	Dynll1
1018	873	1559	903	563	Pdcl
1309	1339	1604	1080	584	Tmem184b
6768	5917	9297	4880	3069	Nf2
466	384	694	353	176	Zmat5
5534.97	3856.99	7527.98	3358.98	2224.97	Ewsr1
4509	3672	6534	3412	2088	Ap1b1
2	1	0	4	0	Derl3
33	29	70	48	28	Tbx1
2	5	4	0	0	Gnat2
5545	5397	7754	4216	2488	Bcl2l13
53	6	37	11	0	2610028H24Rik
29	8	16	28	0	Dqx1
7	5	58	41	35	Ccl8
951	887	1208	814	517	Lnpk
53	31	54	17	24	Prr29
5	11	46	20	1	Fam163b
4	0	0	3	0	Trpm5
2	6	8	0	0	Ascl2
2417	1704	4337	1427	660	Rarres2
5882	5185	8541	4680	2670	Pttg1ip
20	13	24	3	6	Trpm2
3065.92	3024	4817.85	2684.83	1417	Ube2g2
5	3	7	3	2	Mpo
530	713	640	244	201	Met
75	89	105	113	35	Slc16a12
159	129	212	48	58	Syn2
623	465	865	417	283	Elk1
2556	2891	3192	1871	1014	Nav1
5845.68	6408.94	8836.95	4792.95	3066	Tnpo1
9	6	3	2	0	Myod1
4	3	0	1	0	Otog
674	557	1044	500	321	Rnmt
3198	2295	3607	2029	1404	Kcnq1
3147	2401	4591	2556	1197	Srp14
0	0	0	1	0	6330409D20Rik
774	822	1075	547	364	Cdk9
415	372	605	310	198	Tor2a
315	170	385	183	81	Fpgs
1987	2691	2808	1464	801	Mrtfb
6316	5943	9778	5303	3187	Cbx5
181	131	214	136	33	Apobec3
543	469.32	699.09	372	251	Sardh
789	888	1199	740	370	Vav2
9	12	16	8	2	Tex15
1246	1214	1848	921	581	Ppp2cb
1990	870	2958	2051	1204	G0s2
857	554	1116	558	319	Dmap1
0	3	0	0	0	Pla2g12b
1248	1220	1898	1048	619	Mcu
0	1	4	9	0	Oit3
0	23	25	0	2	Tex11
783	866	1189	676	476	Bcr
824	781	1134	687	354	Fxyd5
25	28	25	19	0	Kcnd1
602	591	917	566	269	Tfcp2
1	0	0	8	0	Pou6f2
505	418	631	304	288	Pou6f1
1366	1214	1805	989	676	Ubp1
166	157	323	132	97	Nuak2
711	714	996	565	328	Cilk1
45191	36374	70028	35888	19985	Sdhb
385	298	520	252	85	Cox4i2
2335	1995	3777	1979	1147	Snap47
448	460	666	396	110	Kdsr
1739.93	1453	2479	1314	871	Vps4b
17254.22	12522.53	29100.14	14922.04	7337.98	Rps25
3	1	0	0	4	Nxf2
2509	2059	4009	1943	1371	Tafazzin
19	10	34	18	5	Kif19a
2129	1801	2797	1593	1025	Aldh3a2
2	4	1	3	2	Zmynd10
1138	1037	1624	898	543	Tmem115
1107	1180	1481	830	439	Hyal2
1541	1618	2007	1172	577	Ifrd2
378.99	322.49	542.86	306.65	125.47	Hyal1
854	809	1338	716	507	Tusc2
1060	929	1560	812	545	Nprl2
2376	2335	3356	1355	1115	Slc38a3
232	137	87	142	22	Cacna2d2
550	442	718	368	247	Rassf1
587	469	926	321	308	Epn3
5	3	21	0	2	Rnf112
1633	1716	2197	1274	654	Slc3a2
1758	1309	2566	1164	751	Nxf1
1257	1000	1727	978	492	Stx5a
3046	2476	4159	2362	1682	Slc47a1
0	0	0	0	4	Pifo
59	31	55	63	4	Tnfrsf13b
10	4	10	7	0	Spire2
8047	5559	10640	5949	3784	Prox1
1366.42	1478.64	1655.31	1055.01	751.65	Raver1
26506	24798	40821	20253	12862	Bltp2
1716	1673	2998	1475	910	AI597479
1225	1224	1347	770	333	Tmem86a
0	7	6	0	0	Optc
7	13	37	4	0	Tex14
679	614	1026	632	512	Ifi35
1819	1500	3031	1620	891	Rdm1
4719	3877	7409	3867	2043	Nedd8
1416	1445	2240	1243	838	Gosr1
1741	1061	2131	1394	835	Mrpl52
3622	3396	5259	2659	1486	Kansl3
46	34	54	44	3	Eya4
664	456	844	357	309	Ebf3
103	86	140	60	11	Uckl1os
4951	4182	7711	4204	2599	Faf1
6	8	15	5	10	Gm266
191	163	281	144	60	Tsacc
1516	1250	2467	1307	837	Mettl16
3	3	4	0	0	Dazl
5	4	6	0	0	Apol7a
744	537	1036	631	270	Pigyl
2620	2133	3782	1973	1034	Rbm25
789	718	1168	667	350	Psen2
117.72	121.32	178.92	90.81	38.86	Acaa1b
917	727	1356	770	393	Plcd1
1927	1615	2807	1446	894	Fads1
1041	988	1775	869	446	Lmbr1
114.54	99.51	121.36	91.29	45.85	Tnfrsf22
990	847	1483	707	468	Cars
0	0	0	0	1	Phlda2
53	33	41	29	13	Wnt2
41	142	46	24	27	Gabra1
0	0	2	0	0	Grid2ip
386	319	513	289	140	Kdelr3
0	1	0	0	0	Cfap97d1
2704	2149	4527	2207	1326	Apip
8457	7645	13307	6295	4044	Pdhx
1058	937	1493	819	484	Vac14
25	14	23	32	0	Mcoln2
30	25	39	25	21	Slc5a1
1940	1417	2367.02	1336	1013	Akt1s1
1891	1542	2733	1587	698	Tbrg1
5994	5253	8553	4629	2659	Adssl1
0	0	1	0	0	Cfap161
824	699	1060	622	372	Brf1
60	61	111	59	29	Vipr2
2794.3	2284.88	4330.81	2443.54	1518.33	Odc1
377	279	649	345	195	Thg1l
5120	962	5515	2803	1814	Adam19
17195.27	12542.81	23071.35	12183.98	8115.08	Pabpc4
37	33	48	29	13	Exoc3l2
19	9	13	15	0	Zfp296
7006	7317	8111	4835	2666	Plin5
1326	1244	2039	958	463	Sugp1
1760.8	1649.21	2632.66	1351.68	849.53	Dhdh
742	818	1287	761	469	Zfp790
1	0	1	0	0	Cpb1
4	3	8	2	4	Fsd1
0	0	1	0	0	Pinlyp
599	409	799	415	242	Fuz
25	23	27	13	20	Sptbn4
4017.31	3918.47	6815.15	3941.21	2537.99	Pgam1
1189	1078	1596	806	572	Evi5
1000	897	1382	801	521	Evi5l
820	664	1100	594	387	Snapc2
3445	3001	4405	2522	1491	Git1
603	649	815	509	234	Gltp
4970	4281	7458	4013	2579	Bnip2
1782	1948	2838	1656	1075	Ccnt1
261	181	248	174	75	Scarf2
0	1	4	0	0	4930579F01Rik
834	565	1203	651	385	Brms1l
1189	1150	1459	799	404	Med15
1199	1457	2179	1118	590	Dhdds
0	3	1	0	0	Crybg2
46	40	59	25	8	Ubxn11
1	4	31	2	4	Mogat1
2	8	5	6	0	Tex22
630	492	786	428	283	Tjap1
2	1	0	0	5	Ehf
0	0	10	0	0	Nanog
19261.21	15107.55	29593.72	16276.31	8282.85	Rpl15
980	780	1505	757	464	Tmem167
2417	1947	3387	1723	1135	Steap4
159	196	335.94	162.97	56	Mplkip
142	74	98	75	70	Kif11
517	442	1049	478	295	Rpa3
138	99	210	73	107	Mlkl
0	0	4	0	0	Phox2b
3849	3573	6005	3237	1877	Tnpo3
832	733	1158	605	295	Ttll5
1603	1212	2287	1360	782	Zfp715
8	93	486	7	0	Retn
681	658	967	480	342	Cdh23
15996	12170	23234	12989	6280	Rps5
4	11	9	0	0	Podnl1
2055	1864	2514	1723	838	Adgrl1
7169	6376	10190	5519	3723	Amotl1
1	0	12	0	1	2200002J24Rik
460	559.74	1019.79	848	320	Etv5
224	144	347	148	105	Gfod2
57	23	72	12	31	Enkd1
3	0	0	0	0	4933405L10Rik
1724	1646	2577	1505	649	Atp6v0d1
4141	4288	5134	3368	2080	Ptprs
3307	3164	4845	2884	1489	Slc41a1
10	16	14	3	17	Iglon5
3	4	0	0	0	Igf2bp1
0	1	0	0	0	B4galnt2
6217	4486	7870	4261	2900	Zfp651
1761	1586	2639	1560	848	Nelfb
10	15	11	8	0	Card14
704	594	1002	567	283	Tmem175
2	7	17	3	0	Bcas1
5623	4898	7621	4247	2112	Tango2
437	323	594	330	214	Aldh1a2
45544	36257	71125	36543	22073	Ndufs2
9	1	0	0	0	Snx31
2373	2016	3614	1855	1051	Atraid
1852	1822	2060	1298	681	Cad
2	0	3	0	0	Lypd8
1333	1122	1785	964	594	Sh3bp5l
5083	5002	8469	4234	2866	Atad1
6060.33	8134.65	9293.65	4692.7	3264.4	Pten
5136	4363	6872	4178	1915	Pea15a
11483.06	9456.95	17956.23	9743.42	5875.62	Timm23
77	67	116	76	40	Tnfaip8l2
1407.74	1423.54	2416.3	1045.83	703.8	Trnt1
1911	1742	2601	1476	860	Ehmt2
1147	836	1937	982	383	Elof1
1572	1389	1921.99	1306	610	Med16
1467	1558	1812	1140	544	St3gal1
3149	2743	3941	2523	1259	Tmem259
913	823.8	1687.07	951	417	Rnf170
185	244	264	141	94	Clip3
7	2	2	0	0	1700020L13Rik
496542	399707	935183	482014	268709	Myl2
928	786	1446	733	312	Dedd
1	9	3	15	7	Mcemp1
1240	1048	1936	915	536	Nit1
36	13	56	95	0	Pax5
339	332	479	232	150	Prdm15
940	933	1579	801	550	Rnf168
517	406	927	401	325	Dynlt2b
2874.98	2747	4694.99	2386	1351	Chp1
114	180	81	54	24	Trpv4
289	233	437	306	194	Klhl3
664	634	1131	703	429	Tvp23b
3421	2612	5373	2526	1422	Dnajc7
22	11	4	31	14	Zfp385c
2748	2434	4502	2739	1679	Cacybp
635.4	489.49	947.09	525.77	211.31	Cluap1
654	519	841	426	189	Zswim7
109	88	154	119	78	Pigl
12722	8987	19309	9590	4916	Ndufa2
1898.81	1424.93	2782.02	1591.3	840.23	Pam16
418	506	525	243	160	Glis2
78681.64	64277.52	134216.3	67218.4	35814.1	Cox6c
1822	2089	2725	1564	730	Bicc1
2577	2562	3836	2231	1173	Ube2z
1747	1793	2798	1322	902	Tmem87b
5915	5585	9321	4841	2966	Anapc1
285	400	400	243	123	Mertk
2733.62	2408.63	3930	2189.35	1161.88	Tsg101
605	468	749	433	230	Hps5
3296	2963	5053	2557	1887	Map3k4
3024	3631	3450	1892	1305	Piezo1
7	14	18	44	6	Blk
1411	1369	2205	1203	559	Rnf166
2662	2372	4529	2100	1340	Ankrd28
2773	3165	4028	2279	1748	Ankrd52
126	111	207	102	95	Pkd2l2
988	803	1733	1003	503	Srp19
31	46	24	9	5	Clec4f
2	0	0	0	2	Klra17
779	908	1354.81	674	445	Wdfy2
1431	1274	2279	1110	592	Rbsn
1965	1565	3164	1788	885	Mrps25
1414	1057	2180	1136	600	Dguok
4786	4997	7852	4310	2700	Camta1
2259	2216	2888	1481	1263	Csf1
1658	1318	2254	1183	850	Strip1
90	74	158	60	11	Kif1a
30828	25767	47515	25050	14054	Slc25a11
2190	1516	3350	1626	955	Cmc2
635	599	967	550	274	Chfr
13	5	24	0	7	Hoxa2
4	0	0	0	0	Adam28
0	1	0	0	0	Ankrd53
3226	2774	5085	2295	1478	Tex261
1859	1524	2800	1540	839	Fam120b
477	437	692	412	234	Tbp
5651	5103	9575	5069	2740	Psmb1
508	512	813	524	323	Pdcd2
291	196	390	189	167	Dll1
2804	2082	3792	2047	1343	Nol3
368	318	443	192	107	Fhod1
6	6	5	0	1	Plekhg4
51	31	62	42	26	Slc9a5
90	84	106	45	17	Elmo3
40	236	79	72	24	Stc1
99	70	92	60	49	4931428F04Rik
1698	711	1273	777	212	Tppp3
588	519	1035	419	283	Msh3
649	573	978	577	331	Tmem208
938	783	1309	688	368	E2f4
7456	6799	10959	6042	3359	Surf4
872	605	1182	608	341	Surf2
1586	1881	2458	1685	844	Dnajb9
323	349	469	317.96	194	Naf1
1316	1215	1834	1006	521	Yes1
16000.43	16533.37	27234.83	14623.88	8221.55	Ppp1cb
3307	2819	5034	2745	1703	Gorasp2
817	578	1278	668	340	Tsen15
4763	4379	7882	4006	2298	Efr3a
1802	1410	2847	1530	901	Trappc2l
1211	1149	1757	883	403	Acsf3
1468.09	1419.88	2354.73	1184.28	623.58	Ddx19a
239	227	401	158	105	Galns
451	452	532	393	133	Gata2
69	61	116	53	41	C8g
1053	1121.94	1318	868	391	Entpd2
3870	2765	5425	3051	1802	Rabl6
26117	16134	44501	13417	12495	Ptgds
5237	3954	7558	4232	2393	Edf1
7	13	25	11	0	Clic3
692	633.06	676	554	227	Npdc1
3779	3127	5416	2826	1417	Fbxw5
9264	10694	17282	9484	5051	Slc25a13
2025.52	1599.71	2864.07	1511.56	876.81	Ube2i
279	228	390	194	144	Tsr3
369.78	345	456	299	155	Unkl
1047	1021	1513	765	568	Lrrk1
159	127	163	64	46	Aldh1a3
1207	1298	1629	993	637	Actn1
3304	3397	4764	2650	1304	Sirt2
5597	4473	6518.99	3814	2125	Hnrnpl
1229	1228	2073	1045	649	Nolc1
1779	1857	2414	1461	846	Casd1
2331	1978	2705	1814	1031	Cnksr3
1365	1243	2053	1112	689	Mtmr1
2516.85	2037.85	4268.31	2280.74	1140.95	Hmgb3
255	368	442	206	111	Map2
230	247	369	159	134	Cyp2j9
4655	4509	6964	2978	1384	Abca1
305	276	449	244	127	Nipsnap3b
730	606	1017	569	271	Lage3
4427	4049	6880	3611	2064	Ubl4a
3260	3039	4702	2602	1274	Gdi1
3505	3076	4897	2598	1685	Sash1
183	401	260	65	72	Gadd45b
12	8	2	24	3	Slamf6
50	34	64	94	6	Slamf1
158	128	181	114	33	Zdhhc12
1621	1241	2233	1214	844	Endog
666	539	964	513	385	Cybb
1714.15	1391	2610.71	1329.64	793	Golga7
618	757	1109	644	342	Xk
1184	915	1039	775	253	Pcolce2
147	118	155	121	74	Cd48
6170	5680	8799	5238	2640	Clpx
2162	1721	3433	1777	1013	Trabd
4370	3924	8015	4429	2201	Mov10l1
613	541	826	522	286	Dennd6b
228	165	363	253	139	Cd83
6	0	0	2	0	Cltrn
